Sample_id,Plot_id,Site_id,Survey_Date,Treatment,Subplot,Patch,PCT_Number,PCT_Name,Esstablishment,Dbh_cm,Tree sp.,dist_Tree_m,Foliage_Cover_<0.5,Logs_<0.5,Litter_<0.5,Compost,Cryptogam,Rock,Bare soil,Shrub_>0.5,Tree>0.5,Other,
65DO,65,Mt Owen,6/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,2,1,0,99,0,0,0,0,0,0,0,
65DT,65,Mt Owen,6/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,no data,C.maculata,,1,0,99,0,0,0,0,0,70,0,
66AO,66,Mt Owen,6/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,1,0,0,100,0,0,0,0,0,0,0,
66AT,66,Mt Owen,6/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,15,A.implexa,,10,0,90,0,0,0,0,0,50,0,
66BO,66,Mt Owen,6/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,1,20,0,80,0,0,0,0,0,10,0,
66BT,66,Mt Owen,6/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,22,C.maculata,,15,0,85,0,0,0,0,0,95,0,
66CO,66,Mt Owen,6/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,3,2,0,98,0,0,0,0,0,10,0,
66CT,66,Mt Owen,6/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,15,A.concurrens,,0,0,100,0,0,0,0,0,40,0,
66DO,66,Mt Owen,6/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,3.5,50,0,50,0,0,0,0,0,5,0,
66DT,66,Mt Owen,6/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,17,A.concurrens,,5,0,85,0,0,0,10,0,80,0,
67AO,67,Mt Owen,6/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,,,2.5,30,0,45,0,0,5,20,0,0,0,
67AT,67,Mt Owen,6/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,8,C.maculata,,1,0,99,0,0,0,0,0,100,0,
67BO,67,Mt Owen,6/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,,,2.5,0,0,5,0,0,0,95,0,0,0,
67BT,67,Mt Owen,6/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,10,C.maculata,,1,0,99,0,0,0,0,10,60,0,
67CO,67,Mt Owen,6/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,,,1.5,15,0,75,0,0,0,10,0,0,0,
67CT,67,Mt Owen,6/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,12,A.implexa,,5,0,95,0,0,0,0,0,70,0,
67DO,67,Mt Owen,6/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,,,3,30,0,65,0,0,0,5,0,0,0,
67DT,67,Mt Owen,6/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,9,E.crebra,,10,0,85,0,0,0,5,0,40,0,
72AO,72,Mt Owen,8/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,,,0.5,1,0,99,0,0,0,0,0,0,0,
72AT,72,Mt Owen,8/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,9,C.maculata,,1,0,99,0,0,0,0,0,80,0,
72BO,72,Mt Owen,8/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,,,1,0,0,50,0,5,0,45,0,0,0,
72BT,72,Mt Owen,8/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,9,C.maculata,,0,0,100,0,0,0,0,0,70,0,
72CO,72,Mt Owen,8/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,,,2,1,0,10,0,0,2,87,0,0,0,
72CT,72,Mt Owen,8/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,13,C.maculata,,3,0,97,0,0,0,0,0,70,0,
72DO,72,Mt Owen,8/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,,,1,5,0,90,0,0,0,5,0,0,0,
72DT,72,Mt Owen,8/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,11,E.fibrosa,,20,0,80,0,0,0,0,0,80,0,
74AO,74,Mt Owen,8/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,1.5,15,0,10,0,0,0,75,0,0,0,
74AT,74,Mt Owen,8/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,6.5,A.parvipanula,,50,0,25,0,0,0,25,0,30,0,
74BO,74,Mt Owen,8/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,1,80,0,10,0,0,0,10,0,0,0,
74BT,74,Mt Owen,8/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,5,A.parvipanula,,30,0,70,0,0,0,0,0,30,0,
74CO,74,Mt Owen,8/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,3,30,0,10,0,0,0,60,0,0,0,
74CT,74,Mt Owen,8/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,15,E.tereticornis,,20,0,80,0,0,0,0,0,70,0,
74DO,74,Mt Owen,8/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,4,5,0,45,0,0,0,50,0,0,0,
74DT,74,Mt Owen,8/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,7,A.parvipanula,,30,0,35,0,0,0,35,0,20,0,
75AO,75,Mt Owen,8/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,,,6,2,0,98,0,0,0,0,0,0,0,
75AT,75,Mt Owen,8/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,16,C.maculata,,1,0,99,0,0,0,0,0,50,0,
75BO,75,Mt Owen,8/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,,,2,1,0,99,0,0,0,0,0,0,0,
75BT,75,Mt Owen,8/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,11,C.maculata,,0,0,95,0,0,0,5,0,40,0,
75CO,75,Mt Owen,8/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,,,10,70,0,30,0,0,0,0,0,0,0,
75CT,75,Mt Owen,8/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,5,A.parvipanula,,1,0,99,0,0,0,0,50,0,0,
75DO,75,Mt Owen,8/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,,,1.5,5,0,95,0,0,0,0,0,5,0,
75DT,75,Mt Owen,8/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,11,C.maculata,,0,0,100,0,0,0,0,0,60,0,
76AO,76,Mt Owen,8/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,1,30,0,60,0,0,0,10,0,0,0,
76AT,76,Mt Owen,8/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,4.5,A.parvipanula,,10,0,40,0,0,0,50,50,0,0,
76BO,76,Mt Owen,8/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,2,30,0,35,0,0,0,35,0,0,0,
76BT,76,Mt Owen,8/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,18,C.maculata,,1,0,99,0,0,0,0,0,80,0,
76CO,76,Mt Owen,8/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,4,15,0,75,0,0,0,10,0,0,0,
76CT,76,Mt Owen,8/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,20,C.maculata,,2,0,93,0,0,0,5,0,90,0,
76DO,76,Mt Owen,8/04/2019,Rehabilitated,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,,,4,20,0,80,0,0,0,0,0,0,0,
76DT,76,Mt Owen,8/04/2019,Rehabilitated,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,33,E.punctata,,1,0,1,0,0,0,98,0,70,0,
1AO,1,Mangoola Mine,4/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,0,0,100,0,0,0,0,0,30,0,
1AT,1,Mangoola Mine,4/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,33,,,0,0,50,0,0,40,10,0,30,0,
1BO,1,Mangoola Mine,4/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4.5,0,0,10,0,0,1,89,0,10,0,
1BT,1,Mangoola Mine,4/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,33,,,0,0,90,0,0,0,10,0,60,0,
1CO,1,Mangoola Mine,4/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,1.5,1,0,60,0,0,0,39,0,20,0,
1CT,1,Mangoola Mine,4/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,52,,,0,0,100,0,0,0,0,0,40,0,
1DO,1,Mangoola Mine,4/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,1,0,94,0,0,0,5,0,30,0,
1DT,1,Mangoola Mine,4/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,21,,,1,0,99,0,0,0,0,0,30,0,
2AO,2,Mangoola Mine,4/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,3,0,40,0,0,0,57,0,10,0,
2AT,2,Mangoola Mine,4/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,9,,,5,0,95,0,0,0,0,0,10,0,
2BO,2,Mangoola Mine,4/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,0,0,80,0,0,0,20,0,10,0,
2BT,2,Mangoola Mine,4/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,6,,,1,0,99,0,0,0,0,0,30,0,
2CO,2,Mangoola Mine,4/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,1,0,4,0,0,0,95,0,0,0,
2CT,2,Mangoola Mine,4/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,10,,,1,0,94,0,0,0,5,0,40,0,
2DO,2,Mangoola Mine,4/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,2,0,60,0,0,0,38,0,10,0,
2DT,2,Mangoola Mine,4/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,12,,,0,0,100,0,0,0,0,0,40,0,
7AO,7,Mangoola Mine,6/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,6,2,0,90,0,0,0,8,0,0,0,
7AT,7,Mangoola Mine,6/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,36,,,10,0,90,0,0,0,0,0,10,0,
7BO,7,Mangoola Mine,6/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2.5,3,0,90,0,0,0,7,0,10,0,
7BT,7,Mangoola Mine,6/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,16,,,1,0,99,0,0,0,0,0,20,0,
7CO,7,Mangoola Mine,6/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,20,0,70,0,0,0,10,0,30,0,
7CT,7,Mangoola Mine,6/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,35,,,0,0,100,0,0,0,0,0,50,0,
7DO,7,Mangoola Mine,6/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,25,0,75,0,0,0,0,0,0,0,
7DT,7,Mangoola Mine,6/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,37,,,0,0,100,0,0,0,0,0,50,0,
8AO,8,Mangoola Mine,6/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,1,0,99,0,0,0,0,0,30,0,
8AT,8,Mangoola Mine,6/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,44,,,0,0,100,0,0,0,0,0,40,0,
8BO,8,Mangoola Mine,6/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,0,0,90,0,0,0,10,0,0,0,
8BT,8,Mangoola Mine,6/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,31,,,0,0,100,0,0,0,0,0,40,0,
8CO,8,Mangoola Mine,6/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,1,0,94,0,0,0,5,0,30,0,
8CT,8,Mangoola Mine,6/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,23,E.moluccana,,2,0,98,0,0,0,0,0,50,0,
8DO,8,Mangoola Mine,6/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,10,0,90,0,0,0,0,0,40,0,
8DT,8,Mangoola Mine,6/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,39,,,0,0,100,0,0,0,0,0,40,0,
9AO,9,Mangoola Mine,6/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,4,0,96,0,0,0,0,0,20,0,
9AT,9,Mangoola Mine,6/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,34,,,0,0,60,0,0,40,0,0,40,0,
9BO,9,Mangoola Mine,6/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,6,3,0,87,0,0,0,10,0,0,0,
9BT,9,Mangoola Mine,6/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,39,,,0,0,100,0,0,0,0,0,50,0,
9CO,9,Mangoola Mine,6/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,10,1,0,95,0,0,0,4,0,0,0,
9CT,9,Mangoola Mine,6/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,44,,,0,0,100,0,0,0,0,0,30,0,
9DO,9,Mangoola Mine,6/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,3,0,97,0,0,0,0,0,10,0,
9DT,9,Mangoola Mine,6/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,27,,,0,0,90,0,0,0,10,0,60,0,
10AO,10,Mangoola Mine,6/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,5,0,75,0,0,0,20,0,10,0,
10AT,10,Mangoola Mine,6/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,16,E.moluccana,,5,0,85,0,0,0,10,0,50,0,
10BO,10,Mangoola Mine,6/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,0,0,80,0,0,0,20,0,5,0,
10BT,10,Mangoola Mine,6/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,14,E.moluccana,,0,0,95,0,0,0,5,0,50,0,
10CO,10,Mangoola Mine,6/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,1,6,0,84,0,0,0,10,0,10,0,
10CT,10,Mangoola Mine,6/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,5,E.moluccana,,6,0,94,0,0,0,0,0,30,0,
10DO,10,Mangoola Mine,6/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,1,30,0,60,0,0,0,10,0,5,0,
10DT,10,Mangoola Mine,6/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,10,E.moluccana,,7,0,83,0,0,0,10,0,50,0,
11AO,11,Mangoola Mine,6/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,7,0,0,100,0,0,0,0,0,30,0,
11AT,11,Mangoola Mine,6/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,59,E.dawsonii,,0,0,60,0,0,0,40,0,40,0,
11BO,11,Mangoola Mine,6/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,1,0,0,100,0,0,0,0,0,40,0,
11BT,11,Mangoola Mine,6/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,11,,,0,0,100,0,0,0,0,0,50,0,
11CO,11,Mangoola Mine,6/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,0,0,100,0,0,0,0,0,10,0,
11CT,11,Mangoola Mine,6/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,31,,,15,0,0,0,0,0,85,0,40,0,
11DO,11,Mangoola Mine,6/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,0,0,40,0,0,0,60,0,10,0,
11DT,11,Mangoola Mine,6/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,25,,,1,0,99,0,0,0,0,0,60,0,
19AO,19,Mangoola Mine,8/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,3,0,97,0,0,0,0,0,10,0,
19AT,19,Mangoola Mine,8/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,23,E.dawsonii,,5,0,95,0,0,0,0,0,40,0,
19BO,19,Mangoola Mine,8/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,3,0,97,0,0,0,0,0,0,0,
19BT,19,Mangoola Mine,8/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,26,,,0,0,100,0,0,0,0,0,30,0,
19CO,19,Mangoola Mine,8/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,1,0,79,0,0,0,20,0,0,0,
19CT,19,Mangoola Mine,8/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,30,E.dawsonii,,1,0,30,0,0,0,69,0,40,0,
19DO,19,Mangoola Mine,8/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,6,1,0,69,0,0,0,30,0,0,0,
19DT,19,Mangoola Mine,8/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,36,E.moluccana,,40,0,60,0,0,0,0,0,50,0,
24AO,24,Mangoola Mine,12/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,5,0,40,0,50,0,5,0,0,0,
24AT,24,Mangoola Mine,12/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,51,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
24BO,24,Mangoola Mine,12/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,0,0,100,0,0,0,0,0,10,0,
24BT,24,Mangoola Mine,12/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,63,,,0,0,90,0,0,0,10,0,60,0,
24CO,24,Mangoola Mine,12/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,8,1,0,89,0,0,0,10,0,0,0,
24CT,24,Mangoola Mine,12/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,39,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
24DO,24,Mangoola Mine,12/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,1,0,89,0,0,0,10,0,10,0,
24DT,24,Mangoola Mine,12/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,104,,,0,0,10,0,0,0,90,0,60,0,
26AO,26,Mangoola Mine,12/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,0,0,100,0,0,0,0,0,20,0,
26AT,26,Mangoola Mine,12/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,24,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
26BO,26,Mangoola Mine,12/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,1,0,0,100,0,0,0,0,0,20,0,
26BT,26,Mangoola Mine,12/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,20,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
26CO,26,Mangoola Mine,12/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,3,0,97,0,0,0,0,0,40,0,
26CT,26,Mangoola Mine,12/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,103,E.dawsonii,,0,0,70,0,0,0,30,40,60,0,
26DO,26,Mangoola Mine,12/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,0,0,100,0,0,0,0,0,0,0,
26DT,26,Mangoola Mine,12/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,14,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
36AO,36,Mangoola Mine,14/03/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2.5,2,0,98,0,0,0,0,0,0,0,
36AT,36,Mangoola Mine,14/03/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,13,E.dawsonii,,0,0,80,0,0,0,20,0,5,0,
36BO,36,Mangoola Mine,14/03/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,0,0,90,0,0,0,10,0,30,0,
36BT,36,Mangoola Mine,14/03/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,112,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
36CO,36,Mangoola Mine,14/03/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,3,3,0,97,0,0,0,0,0,5,0,
36CT,36,Mangoola Mine,14/03/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,18,E.moluccana,,1,0,99,0,0,0,0,0,50,0,
36DO,36,Mangoola Mine,14/03/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,3,0,97,0,0,0,0,0,10,0,
36DT,36,Mangoola Mine,14/03/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,13,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
63AO,63,Jerry's Plains,4/04/2019,Reference,A,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,4,0,0,80,0,0,0,20,0,20,0,
63AT,63,Jerry's Plains,4/04/2019,Reference,A,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,68,E.dawsonii,,0,0,100,0,0,0,0,0,10,0,
63BO,63,Jerry's Plains,4/04/2019,Reference,B,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,2,5,0,95,0,0,0,0,0,40,0,
63BT,63,Jerry's Plains,4/04/2019,Reference,B,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,30,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
63CO,63,Jerry's Plains,4/04/2019,Reference,C,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,0,0,90,0,0,0,10,0,0,0,
63CT,63,Jerry's Plains,4/04/2019,Reference,C,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,30,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
63DO,63,Jerry's Plains,4/04/2019,Reference,D,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,,,5,0,0,95,0,0,0,5,0,0,0,
63DT,63,Jerry's Plains,4/04/2019,Reference,D,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,27,E.dawsonii,,10,0,90,0,0,0,0,0,50,0,
3AO,3,Mangoola Mine,5/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,1,0,0,2,0,0,98,0,0,0,0,
3AT,3,Mangoola Mine,5/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,11,,,3,0,97,0,0,0,0,0,50,0,
3BO,3,Mangoola Mine,5/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,1.5,0,0,50,0,0,50,0,0,0,0,
3BT,3,Mangoola Mine,5/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,7,,,0,0,100,0,0,0,0,0,80,0,
3CO,3,Mangoola Mine,5/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,3,0,0,3,0,0,97,0,0,30,0,
3CT,3,Mangoola Mine,5/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,11,,,0,0,100,0,0,0,0,30,40,0,
3DO,3,Mangoola Mine,5/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,2.5,5,0,5,0,0,10,80,0,0,0,
3DT,3,Mangoola Mine,5/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,7,A.salicina,,1,0,86,0,0,5,8,0,80,0,
4AO,4,Mangoola Mine,5/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,5,0,0,10,0,0,0,90,0,5,0,
4AT,4,Mangoola Mine,5/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,8,,,0,0,50,0,0,0,50,0,80,0,
4BO,4,Mangoola Mine,5/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,1.5,0,0,40,0,0,20,40,0,0,0,
4BT,4,Mangoola Mine,5/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,6,,,0,0,80,0,0,2,18,0,80,0,
4CO,4,Mangoola Mine,5/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,4,0,0,5,0,0,0,95,40,0,0,
4CT,4,Mangoola Mine,5/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,5,A.spectabilis,,0,0,80,0,0,5,15,50,0,0,
4DO,4,Mangoola Mine,5/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,1,0,0,1,0,0,1,98,10,0,0,
